score
-188.7344941870531
-117.64830458014214
-64.852268109076
-388.19534757347856
-132.77594636920668
-142.86256060162833
-451.12373418658643
-298.30664158763227
-64.02200918013784
-76.30875519221053
-137.38578581557027
-109.7652184726374
-86.27663784655773
-22.444291088193907
-144.1791984767434
-171.66038471056507
-141.10288845961935
-85.37382423754569
-231.41125441124552
-138.63081663659318
-313.4360095624059
-81.50036326562073
-144.15954996708166
-250.88797278415933
-134.5120974193013
-77.26918254921429
-340.9618815690106
-332.48044932859824
48.46265127481706
-92.05682489627438
-404.31940191531567
14.800569035238524
-136.26124590667285
-85.79316384586244
-71.59163551797516
-244.169610344941
-278.36632149041924
-177.1357999731553
-92.42097444105433
-205.6526147888428
-144.3834451639208
-66.35869422202973
-158.1303695425168
-105.36191752283001
-187.84825280575154
-243.88408554529494
-42.76524080851627
-145.3533377956248
-114.37408351800656
-166.5038240419329
-433.14029525795286
-75.52590330582787
-16.25299742014323
-427.21761490414013
-105.03848653414225
-47.07138667770485
-100.3323959223162
-125.53796600165245
-27.110512914613793
-355.0432522599493
-81.44922113184202
-114.3024043862854
-223.8424010195361
-55.17870378678681
-263.9970784265771
-335.53886703867187
-143.49073906795135
-113.60485998992733
-219.61392221241778
-142.39647122952437
-37.209809366383254
-245.42531480227026
-239.4691688520432
-158.6883466578522
-286.861590716779
-114.35885390131278
-122.71108953532928
-91.67784844133686
-72.21926694524238
-158.12157569117477
-219.32518368822318
-147.11047909869876
-108.101929192366
-90.37524368159538
-115.76976953646414
-151.18667967943153
-411.0299754742796
-48.86115019056136
-334.69477920331605
-52.320086068113824
-261.91150005844213
-91.58905673932468
-60.135376096696305
-134.35198404407942
-129.38142854686114
-36.39259907542824
-99.302715975562
-200.23828569282324
-364.94131579872277
-116.4004525470081
-84.61752667695333
-106.73889957163608
-124.58695311386106
-105.80093403114945
-153.12960425576904
-287.05744043022287
-149.11413344115303
-157.30221346538843
-101.64445768449906
-126.95619747475214
-165.10072782011196
-94.56690012900623
-103.86311909874608
-308.84622669884936
-112.05346704338812
-182.92333416516067
-125.47234274553362
10.045913661772275
-138.15896131154352
-160.23220538127543
-246.5000945873447
-135.63356018397096
-173.2008733642992
-119.06502040276388
-206.36051991346858
-33.41389477477155
73.23779748266143
-102.35111088863138
6.037669466260667
-113.75618086439894
-61.55091788074611
-188.68014653718922
60.44539746930523
-155.19952959718879
-99.40929550732743
-12.377461706836073
-107.54295452786295
-123.55733809668703
-112.78178972884275
-53.375167839425856
-49.69705325281272
-54.63015372201739
-37.131700342220455
-52.06279985778241
-82.38524874027026
-109.81875761380158
-20.941406883461497
-150.71215419034726
-69.44846308851064
-45.16643337131222
26.14351913501504
-110.65024788263196
-159.41748489293744
-53.59632499865061
53.87947676470477
52.62777379788099
-81.0086644240233
2.8099626354890086
-128.43551782684852
-106.23688327660433
-106.93339365062778
-187.54272044781294
33.491343537594645
-311.72541591298955
-261.6574686180063
-31.87618957782781
6.589162889130051
-75.53369784164724
-28.51943345253143
-54.3360579260895
-132.78496739350916
-242.98150989019103
-151.940764171556
-124.7426400291108
-38.156477668472235
44.524392013612314
-28.00700814370586
-226.7093105883628
-203.85816011078302
-28.732840641882305
3.3857741678731443
120.87126950027121
-40.92193581657037
9.043648263988445
-109.84095771368624
117.504019333735
-87.00080691296189
-83.04122656301433
40.256075212668506
-7.123185639188088
106.52086289344032
-113.97825614595942
32.50514319549717
-286.5447926059359
63.594809831532054
85.32090461080918
144.9992151493939
-77.47871754341524
91.43949019706159
-38.95684329680684
25.396077206499243
-182.05004894507434
24.205484645454746
-107.11956171240368
-140.24009867382978
102.86989442765196
79.33438567030242
-26.795956397028803
96.42619425252086
14.194050223483313
-62.44974846824971
-220.52903776985966
-30.276526730797443
-17.357857529544333
-40.41415873052797
-50.150989875484775
8.085942353171419
-51.948303442201976
-198.4889922273519
-4.429348182974309
7.874269815706298
45.26394375832987
-72.21758197919372
-36.43246632460752
-380.6336547479156
-6.403240751282307
-18.240078041548628
-212.6645697631006
-107.00959229846478
-61.343820505538716
-38.33170427499499
-86.6817106458738
-113.6465795321861
15.016633388533274
-47.75422534971479
-19.491548739513235
-7.509060179054862
-172.36943288872487
-113.41340555691448
-27.898454801335603
-8.477723151480351
36.233233928678885
-31.19835833626282
-35.62051872595994
-49.74800976915713
-248.62217282499805
-77.45531155106907
-98.20446010812766
-1.012299129309563
-258.0913548765774
-27.404377814333916
-134.31180007569913
1.242608981855683
4.7074990362664835
-6.381136445898
75.72812145989639
-217.37556531090138
-16.31345992483986
-14.506362472638667
-116.81775830291525
-55.125640221564026
34.64276532455393
-4.75020111634656
-29.02951605203165
12.27781676081234
-25.5635162550886
-43.89830420934908
-36.7065455969873
12.090148309431664
-6.649718408079705
-16.61724752965017
-14.423047013507718
60.959989246322564
-59.64709298646805
-53.230273758228435
-82.147369300667
-50.516538542537695
24.17407258256875
-60.794687754868804
159.80366829494105
-11.184232439991632
1.2597808423924874
-78.1610378498742
105.75823613863382
74.37702396421264
-31.120419114697334
-58.07054270476665
34.12745494758203
-215.0814711309809
20.83706230651334
-63.94787661775566
37.88759776407188
-53.14372167796828
-33.07607977382434
-37.13571623829756
-73.87536227124261
136.7266589903688
10.056805991966685
115.30565881533177
-21.688625518673945
23.66757136831929
-12.406318715101236
112.95483026416686
139.58181036133186
-4.995875233759196
-6.567443761005987
142.61942375684504
-6.7007320946719435
-80.70170226418853
157.68575307461293
-37.619574249763446
109.62587676688153
-48.28078991298502
65.60022745065264
18.898418084215646
-34.582504717465184
-196.13271831564242
36.14511906724438
113.97102387661799
33.25860161270744
-75.7892681519438
31.167030415841353
14.874844283145194
-27.484227098292674
6.777285090038246
1.9210113237341062
-60.906501279420254
19.535401870498564
